,unitId,unitName,accountId,accountUser,stkAcctCode,stkAcctName,marketType,symbol,symbolName,positionType,initQty,holdQty,algoEnableQty,orderEnableQty,costAmt,costPx,incomeAmt,interestIncome,interestCostAmt,positionValue,realizeIncomeAmt
0,203800300001,龙选核心A500单元1,203800072,28100848,B887428313,东北ATX上海,2,688063,派能科技,1,1300,1300,1300,1300,56246.97,43.267,-230.1,0.0,0.0,56017.0,0.0
1,203800300001,龙选核心A500单元1,203800072,28100848,B887428313,东北ATX上海,2,605599,菜百股份,1,5700,5700,5700,5700,88211.21,15.476,1960.8,0.0,0.0,90174.0,-105.53
2,203800300001,龙选核心A500单元1,203800072,28100848,B887428313,东北ATX上海,2,605305,中际联合,1,3500,3500,3500,3500,132010.89,37.717,3825.5,0.0,0.0,135835.0,0.0
3,203800300001,龙选核心A500单元1,203800072,28100848,B887428313,东北ATX上海,2,605296,神农集团,1,10400,10400,10400,10400,332673.89,31.988,12292.8,0.0,0.0,344968.0,17.04
4,203800300001,龙选核心A500单元1,203800072,28100848,B887428313,东北ATX上海,2,603993,洛阳钼业,1,40700,40700,40700,40700,347210.91,8.531,50020.3,0.0,0.0,397232.0,7552.69
5,203800300001,龙选核心A500单元1,203800072,28100848,B887428313,东北ATX上海,2,603929,亚翔集成,1,3600,3600,3600,3600,134489.64,37.358,-568.8,0.0,0.0,133920.0,-239.23
6,203800300001,龙选核心A500单元1,203800072,28100848,B887428313,东北ATX上海,2,603799,华友钴业,1,8700,8700,8700,8700,378339.72,43.487,2810.1,0.0,0.0,381147.0,1008.65
7,203800300001,龙选核心A500单元1,203800072,28100848,B887428313,东北ATX上海,2,603766,隆鑫通用,1,25800,25800,25800,25800,323287.68,12.531,22420.2,0.0,0.0,345720.0,-595.73
8,203800300001,龙选核心A500单元1,203800072,28100848,B887428313,东北ATX上海,2,603699,纽威股份,1,7100,7100,7100,7100,225860.25,31.811,12843.9,0.0,0.0,238702.0,-81.65
9,203800300001,龙选核心A500单元1,203800072,28100848,B887428313,东北ATX上海,2,603456,九洲药业,1,18600,18600,18600,18600,344775.47,18.536,-6807.6,0.0,0.0,337962.0,0.0
10,203800300001,龙选核心A500单元1,203800072,28100848,B887428313,东北ATX上海,2,603259,药明康德,1,6000,6000,6000,6000,547585.24,91.264,-3624.0,0.0,0.0,543960.0,5851.16
11,203800300001,龙选核心A500单元1,203800072,28100848,B887428313,东北ATX上海,2,603166,福达股份,1,2400,2400,2400,2400,41177.86,17.157,-328.8,0.0,0.0,40848.0,0.0
12,203800300001,龙选核心A500单元1,203800072,28100848,B887428313,东北ATX上海,2,601997,贵阳银行,1,44900,44900,44900,44900,292293.49,6.51,-3592.0,0.0,0.0,288707.0,-583.42
13,203800300001,龙选核心A500单元1,203800072,28100848,B887428313,东北ATX上海,2,601991,大唐发电,1,99700,99700,99700,99700,339861.59,3.409,99.7,0.0,0.0,339977.0,-2.96
14,203800300001,龙选核心A500单元1,203800072,28100848,B887428313,东北ATX上海,2,601939,建设银行,1,26500,26500,26500,26500,252598.04,9.532,1802.0,0.0,0.0,254400.0,-1401.44
15,203800300001,龙选核心A500单元1,203800072,28100848,B887428313,东北ATX上海,2,601916,浙商银行,1,80000,80000,80000,80000,283204.22,3.54,-8800.0,0.0,0.0,274400.0,-3848.72
