,unitId,unitName,accountId,accountUser,stkAcctCode,stkAcctName,marketType,symbol,symbolName,positionType,initQty,holdQty,algoEnableQty,orderEnableQty,costAmt,costPx,incomeAmt,interestIncome,interestCostAmt,positionValue,realizeIncomeAmt
0,203800120006,今虎添翼单元6,203800089,28100932_lr,E083861582,东北ATX上海,2,689009,九号公司,1,200,200,200,200,12243.44,61.217,278.6,0.0,0.0,12522.0,0.0
1,203800120006,今虎添翼单元6,203800089,28100932_lr,E083861582,东北ATX上海,2,688779,五矿新能,1,200,200,200,200,1126.71,5.634,15.2,0.0,0.0,1142.0,0.0
2,203800120006,今虎添翼单元6,203800089,28100932_lr,E083861582,东北ATX上海,2,688690,纳微科技,1,200,200,200,200,5239.29,26.196,18.8,0.0,0.0,5258.0,0.0
3,203800120006,今虎添翼单元6,203800089,28100932_lr,E083861582,东北ATX上海,2,688636,智明达,1,200,200,200,200,7720.84,38.604,-80.8,0.0,0.0,7640.0,0.0
4,203800120006,今虎添翼单元6,203800089,28100932_lr,E083861582,东北ATX上海,2,688612,威迈斯,1,200,200,200,200,6285.94,31.43,102.0,0.0,0.0,6388.0,0.0
5,203800120006,今虎添翼单元6,203800089,28100932_lr,E083861582,东北ATX上海,2,688591,泰凌微,1,200,200,200,200,9373.88,46.869,-13.8,0.0,0.0,9360.0,0.0
6,203800120006,今虎添翼单元6,203800089,28100932_lr,E083861582,东北ATX上海,2,688556,高测股份,1,200,200,200,200,2401.5,12.008,94.4,0.0,0.0,2496.0,0.0
7,203800120006,今虎添翼单元6,203800089,28100932_lr,E083861582,东北ATX上海,2,688520,神州细胞,1,200,200,200,200,13008.16,65.041,251.8,0.0,0.0,13260.0,0.0
8,203800120006,今虎添翼单元6,203800089,28100932_lr,E083861582,东北ATX上海,2,688519,南亚新材,1,200,200,200,200,9087.7,45.439,-79.8,0.0,0.0,9008.0,0.0
9,203800120006,今虎添翼单元6,203800089,28100932_lr,E083861582,东北ATX上海,2,688510,航亚科技,1,200,200,200,200,5434.41,27.172,-108.4,0.0,0.0,5326.0,0.0
10,203800120006,今虎添翼单元6,203800089,28100932_lr,E083861582,东北ATX上海,2,688505,复旦张江,1,200,200,200,200,2071.3,10.357,0.6,0.0,0.0,2072.0,0.0
11,203800120006,今虎添翼单元6,203800089,28100932_lr,E083861582,东北ATX上海,2,688503,聚和材料,1,200,200,200,200,9367.88,46.839,148.2,0.0,0.0,9516.0,0.0
12,203800120006,今虎添翼单元6,203800089,28100932_lr,E083861582,东北ATX上海,2,688499,利元亨,1,200,200,200,200,10556.63,52.783,-150.6,0.0,0.0,10406.0,0.0
13,203800120006,今虎添翼单元6,203800089,28100932_lr,E083861582,东北ATX上海,2,688496,清越科技,1,200,200,200,200,1891.19,9.456,-11.2,0.0,0.0,1880.0,0.0
14,203800120006,今虎添翼单元6,203800089,28100932_lr,E083861582,东北ATX上海,2,688469,芯联集成,1,1600,1600,1600,1600,8221.16,5.138,-28.8,0.0,0.0,8192.0,0.0
15,203800120006,今虎添翼单元6,203800089,28100932_lr,E083861582,东北ATX上海,2,688428,诺诚健华,1,200,200,200,200,5755.61,28.778,-39.6,0.0,0.0,5716.0,0.0
